time,WOPR:F1,WOPR:F2,WOPR:I1,WOPR:I2,WOPR:I3,WOPR:I4,WOPR:I5,WOPR:I6,WOPR:P1,WOPR:P3,WOPR:P4,WOPR:P5,WOPR:P6,WOPR:PS1,WOPR:PS2,WWPR:F1,WWPR:F2,WWPR:I1,WWPR:I2,WWPR:I3,WWPR:I4,WWPR:I5,WWPR:I6,WWPR:P1,WWPR:P3,WWPR:P4,WWPR:P5,WWPR:P6,WWPR:PS1,WWPR:PS2,WLPR:F1,WLPR:F2,WLPR:I1,WLPR:I2,WLPR:I3,WLPR:I4,WLPR:I5,WLPR:I6,WLPR:P1,WLPR:P3,WLPR:P4,WLPR:P5,WLPR:P6,WLPR:PS1,WLPR:PS2,WGPR:F1,WGPR:F2,WGPR:I1,WGPR:I2,WGPR:I3,WGPR:I4,WGPR:I5,WGPR:I6,WGPR:P1,WGPR:P3,WGPR:P4,WGPR:P5,WGPR:P6,WGPR:PS1,WGPR:PS2,WWIR:F1,WWIR:F2,WWIR:I1,WWIR:I2,WWIR:I3,WWIR:I4,WWIR:I5,WWIR:I6,WWIR:P1,WWIR:P3,WWIR:P4,WWIR:P5,WWIR:P6,WWIR:PS1,WWIR:PS2,WGOR:F1,WGOR:F2,WGOR:I1,WGOR:I2,WGOR:I3,WGOR:I4,WGOR:I5,WGOR:I6,WGOR:P1,WGOR:P3,WGOR:P4,WGOR:P5,WGOR:P6,WGOR:PS1,WGOR:PS2,WBHP:F1,WBHP:F2,WBHP:I1,WBHP:I2,WBHP:I3,WBHP:I4,WBHP:I5,WBHP:I6,WBHP:P1,WBHP:P3,WBHP:P4,WBHP:P5,WBHP:P6,WBHP:PS1,WBHP:PS2,WOPT:F1,WOPT:F2,WOPT:I1,WOPT:I2,WOPT:I3,WOPT:I4,WOPT:I5,WOPT:I6,WOPT:P1,WOPT:P3,WOPT:P4,WOPT:P5,WOPT:P6,WOPT:PS1,WOPT:PS2,WWPT:F1,WWPT:F2,WWPT:I1,WWPT:I2,WWPT:I3,WWPT:I4,WWPT:I5,WWPT:I6,WWPT:P1,WWPT:P3,WWPT:P4,WWPT:P5,WWPT:P6,WWPT:PS1,WWPT:PS2,WLPT:F1,WLPT:F2,WLPT:I1,WLPT:I2,WLPT:I3,WLPT:I4,WLPT:I5,WLPT:I6,WLPT:P1,WLPT:P3,WLPT:P4,WLPT:P5,WLPT:P6,WLPT:PS1,WLPT:PS2,WGPT:F1,WGPT:F2,WGPT:I1,WGPT:I2,WGPT:I3,WGPT:I4,WGPT:I5,WGPT:I6,WGPT:P1,WGPT:P3,WGPT:P4,WGPT:P5,WGPT:P6,WGPT:PS1,WGPT:PS2,WWIT:F1,WWIT:F2,WWIT:I1,WWIT:I2,WWIT:I3,WWIT:I4,WWIT:I5,WWIT:I6,WWIT:P1,WWIT:P3,WWIT:P4,WWIT:P5,WWIT:P6,WWIT:PS1,WWIT:PS2,FOPT,FWPT,FLPT,FGPT,FWIT,FOPR,FWPR,FLPR,FGPR,FWIR,FGOR,FWCT,FPR
2020-01-02 00:00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,320.47332763671875
2020-01-05 00:00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,320.47332763671875
2020-01-14 00:00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,320.47332763671875
2020-02-10 00:00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,320.47332763671875
2020-04-06 00:00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,320.47332763671875
2020-06-01 00:00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,320.47332763671875
2020-06-02 00:00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,200.0,60.0,200.0,200.0,200.0,159.99853515625,160.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.9245393039629688e-12,2.941208665507844e-10,1.730042433097101e-12,1.730042433097101e-12,1.730042433097101e-12,0.0014629054348915815,2.162553122686539e-12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,200.0,60.0,200.0,200.0,200.0,160.0,160.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,45239.43359375,13571.830078125,45239.43359375,45239.43359375,45239.43359375,36191.21484375,36191.546875,0.0,0.0,400.0,400.0,400.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.19715881347656,226.19715881347656,226.19715881347656,226.19715881347656,226.19715881347656,226.19715881347656,226.19715881347656,0.0,0.0,360.86749267578125,362.05572509765625,360.8316345214844,360.835693359375,361.3296203613281,361.3315124511719,189.76370239257812,246.04640197753906,266.727783203125,266.6989440917969,266.6953125,294.9609375,277.020263671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,60.0,200.0,200.0,200.0,159.99853515625,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9245393039629688e-12,2.941208665507844e-10,1.730042433097101e-12,1.730042433097101e-12,1.730042433097101e-12,0.0014629054348915815,2.162553122686539e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,60.0,200.0,200.0,200.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45239.43359375,13571.830078125,45239.43359375,45239.43359375,45239.43359375,36191.21484375,36191.546875,0.0,0.0,400.0,400.0,400.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1179.99853515625,0.0014629056677222252,1180.0,266912.3125,2400.0,1179.99853515625,0.0014629056677222252,1180.0,266912.3125,2400.0,226.19715881347656,1.2397506452543894e-06,320.47821044921875
2020-06-02 01:57:52,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,200.0,70.0,200.0,200.0,200.0,159.99856567382812,160.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.464933969699268e-18,7.462687431786263e-16,1.3168854938572569e-18,1.3168854938572569e-18,1.3168854938572569e-18,0.0014339949702844024,2.0576332804215827e-18,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,200.0,70.0,200.0,200.0,200.0,160.0,160.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,45239.43359375,15833.80078125,45239.43359375,45239.43359375,45239.43359375,36191.22265625,36191.546875,0.0,0.0,400.0,400.0,400.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.19715881347656,226.19715881347656,226.19715881347656,226.19715881347656,226.19715881347656,226.19715881347656,226.19715881347656,0.0,0.0,357.5360412597656,356.5780029296875,357.49957275390625,361.9488525390625,355.8013610839844,360.26568603515625,181.28668212890625,223.3606414794922,266.3055114746094,260.1014099121094,263.18389892578125,292.0355224609375,269.2472839355469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.37384033203125,65.73084259033203,216.37384033203125,216.37384033203125,216.37384033203125,173.0974884033203,173.09906005859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9245395208034033e-12,2.9412094981751125e-10,1.7300425415173182e-12,1.7300425415173182e-12,1.7300425415173182e-12,0.0015803053975105286,2.162553122686539e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.37384033203125,65.73084259033203,216.37384033203125,216.37384033203125,216.37384033203125,173.09906005859375,173.09906005859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48943.1484375,14868.1298828125,48943.1484375,48943.1484375,48943.1484375,39154.16015625,39154.515625,0.0,0.0,432.7476806640625,432.7476806640625,432.7476806640625,432.7476806640625,432.7476806640625,432.7476806640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1277.4227294921875,0.001580305746756494,1277.42431640625,288949.40625,2596.486083984375,1189.99853515625,0.0014339949702844024,1190.0,269174.28125,2400.0,226.19715881347656,1.2050377335981466e-06,320.47857666015625
2020-06-02 07:51:34,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,200.0,70.0,200.0,200.0,200.0,159.99851989746094,160.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.716963687905547e-25,5.4100000100700295e-22,3.341321436867077e-25,3.341321436867077e-25,3.341321436867077e-25,0.0014840124640613794,6.526017006192851e-25,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,200.0,70.0,200.0,200.0,200.0,160.0,160.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,45239.43359375,15833.80078125,45239.43359375,45239.43359375,45239.43359375,36191.2109375,36191.546875,0.0,0.0,400.0,400.0,400.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.19715881347656,226.19715881347656,226.19715881347656,226.19715881347656,226.19715881347656,226.19715881347656,226.19715881347656,0.0,0.0,360.1022033691406,359.2652587890625,360.0660400390625,364.8217468261719,358.3113098144531,363.1253356933594,180.08970642089844,222.61856079101562,265.47216796875,259.2639465332031,262.343017578125,291.0785827636719,268.51092529296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.4953308105469,82.92337036132812,265.4953308105469,265.4953308105469,265.4953308105469,212.39431762695312,212.39627075195312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9245395208034033e-12,2.9412094981751125e-10,1.7300425415173182e-12,1.7300425415173182e-12,1.7300425415173182e-12,0.001944790012203157,2.162553122686539e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.4953308105469,82.92337036132812,265.4953308105469,265.4953308105469,265.4953308105469,212.39627075195312,212.39627075195312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60054.29296875,18757.029296875,60054.29296875,60054.29296875,60054.29296875,48042.9921875,48043.43359375,0.0,0.0,530.9906616210938,530.9906616210938,530.9906616210938,530.9906616210938,530.9906616210938,530.9906616210938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1569.6953125,0.0019447903614491224,1569.697265625,355060.625,3185.944091796875,1189.99853515625,0.0014840124640613794,1190.0,269174.28125,2400.0,226.19715881347656,1.2470693491195561e-06,320.479736328125
2020-06-03 00:00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,200.0,70.0,200.0,200.0,200.0,159.99844360351562,160.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.4442360637285287e-32,1.4322991736837183e-28,3.0961563172763133e-32,3.0961563172763133e-32,3.0961563172763133e-32,0.001558544347062707,7.558973517418915e-32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,200.0,70.0,200.0,200.0,200.0,160.0,160.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,45239.43359375,15833.80078125,45239.43359375,45239.43359375,45239.43359375,36191.19140625,36191.546875,0.0,0.0,400.0,400.0,400.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.19715881347656,226.19715881347656,226.19715881347656,226.19715881347656,226.19715881347656,226.19715881347656,226.19715881347656,0.0,0.0,367.02587890625,366.61090087890625,366.99822998046875,372.5024719238281,365.1373596191406,370.7884521484375,178.49862670898438,221.87481689453125,263.8409423828125,257.5731201171875,260.664306640625,289.64666748046875,266.96942138671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,130.0,400.0,400.0,400.0,319.99700927734375,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9245395208034033e-12,2.9412094981751125e-10,1.7300425415173182e-12,1.7300425415173182e-12,1.7300425415173182e-12,0.0029929475858807564,2.162553122686539e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,130.0,400.0,400.0,400.0,320.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90478.8671875,29405.630859375,90478.8671875,90478.8671875,90478.8671875,72382.4140625,72383.09375,0.0,0.0,800.0,800.0,800.0,800.0,800.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2369.9970703125,0.0029929478187114,2370.0,536086.5625,4800.0,1189.9984130859375,0.001558544347062707,1190.0,269174.28125,2400.0,226.19715881347656,1.3097011333229602e-06,320.4828796386719
